fullName,symbol,numOfTransactions,open,high,low,closingPrice,date
"NEPAL FINANCE & SAVING CO. LTD","NFS",121,305.1,318,301.9,312,"2022-07-20"
"NEPAL FINANCE & SAVING CO. LTD","NFS",127,307,315.9,306.1,308,"2022-07-19"
"NEPAL FINANCE & SAVING CO. LTD","NFS",112,298,309,290,306,"2022-07-18"
"NEPAL FINANCE & SAVING CO. LTD","NFS",78,300,306,297.1,298,"2022-07-17"
"NEPAL FINANCE & SAVING CO. LTD","NFS",104,303,307,294,300.8,"2022-07-15"
"NEPAL FINANCE & SAVING CO. LTD","NFS",157,308,317,295.1,304.9,"2022-07-14"
"NEPAL FINANCE & SAVING CO. LTD","NFS",188,282,304.7,272,304.7,"2022-07-13"
"NEPAL FINANCE & SAVING CO. LTD","NFS",134,273,285,265,277,"2022-07-12"
"NEPAL FINANCE & SAVING CO. LTD","NFS",170,281.3,286,266,268,"2022-07-11"
"NEPAL FINANCE & SAVING CO. LTD","NFS",80,292.1,296,285,287,"2022-07-08"
"NEPAL FINANCE & SAVING CO. LTD","NFS",109,304,314,295,296,"2022-07-07"
"NEPAL FINANCE & SAVING CO. LTD","NFS",186,287,313,280,300.3,"2022-07-06"
"NEPAL FINANCE & SAVING CO. LTD","NFS",204,302,317.3,290,291,"2022-07-05"
"NEPAL FINANCE & SAVING CO. LTD","NFS",368,315,334.5,305,308,"2022-07-04"
"NEPAL FINANCE & SAVING CO. LTD","NFS",267,300.9,315,299,314.9,"2022-07-03"
"NEPAL FINANCE & SAVING CO. LTD","NFS",364,279,300,255.1,295,"2022-07-01"
"NEPAL FINANCE & SAVING CO. LTD","NFS",189,253,273.9,244.1,273.9,"2022-06-30"
"NEPAL FINANCE & SAVING CO. LTD","NFS",76,236,250,233,249,"2022-06-29"
"NEPAL FINANCE & SAVING CO. LTD","NFS",56,240,240,235,235,"2022-06-28"
"NEPAL FINANCE & SAVING CO. LTD","NFS",157,250,265.3,236.5,241,"2022-06-27"
"NEPAL FINANCE & SAVING CO. LTD","NFS",137,234,254.1,234,250,"2022-06-26"
"NEPAL FINANCE & SAVING CO. LTD","NFS",81,225,241,213.3,231,"2022-06-24"
"NEPAL FINANCE & SAVING CO. LTD","NFS",64,239.2,239.2,227.1,229.5,"2022-06-23"
"NEPAL FINANCE & SAVING CO. LTD","NFS",45,252,252,240,244,"2022-06-22"
"NEPAL FINANCE & SAVING CO. LTD","NFS",93,240,250,240,248,"2022-06-21"
"NEPAL FINANCE & SAVING CO. LTD","NFS",79,250,255,236.2,237.2,"2022-06-20"
"NEPAL FINANCE & SAVING CO. LTD","NFS",68,260,260,250,254.5,"2022-06-19"
"NEPAL FINANCE & SAVING CO. LTD","NFS",23,273,273,263,265.2,"2022-06-17"
"NEPAL FINANCE & SAVING CO. LTD","NFS",56,262,282,262,268,"2022-06-16"
"NEPAL FINANCE & SAVING CO. LTD","NFS",67,276,276,264.6,267.2,"2022-06-15"
"NEPAL FINANCE & SAVING CO. LTD","NFS",69,275,275,269,275,"2022-06-14"
"NEPAL FINANCE & SAVING CO. LTD","NFS",47,280.1,285,276.5,276.5,"2022-06-13"
"NEPAL FINANCE & SAVING CO. LTD","NFS",50,280,288,274,285.6,"2022-06-10"
"NEPAL FINANCE & SAVING CO. LTD","NFS",125,300,303,283.4,285,"2022-06-09"
"NEPAL FINANCE & SAVING CO. LTD","NFS",114,287,301,277,296,"2022-06-08"
"NEPAL FINANCE & SAVING CO. LTD","NFS",77,295.1,298,283.3,283.3,"2022-06-07"
"NEPAL FINANCE & SAVING CO. LTD","NFS",81,297,304.9,288.5,295,"2022-06-06"
"NEPAL FINANCE & SAVING CO. LTD","NFS",79,299,299,290,294,"2022-06-03"
"NEPAL FINANCE & SAVING CO. LTD","NFS",61,299,307,295.2,296,"2022-06-02"
"NEPAL FINANCE & SAVING CO. LTD","NFS",114,300,306,294,296,"2022-06-01"
"NEPAL FINANCE & SAVING CO. LTD","NFS",90,296,301.5,290,296,"2022-05-31"
"NEPAL FINANCE & SAVING CO. LTD","NFS",92,308,308,296.1,301.9,"2022-05-30"
"NEPAL FINANCE & SAVING CO. LTD","NFS",91,316,316,303,304,"2022-05-27"
"NEPAL FINANCE & SAVING CO. LTD","NFS",71,314,317,305,312,"2022-05-26"
"NEPAL FINANCE & SAVING CO. LTD","NFS",89,310,318,303,308.1,"2022-05-25"
"NEPAL FINANCE & SAVING CO. LTD","NFS",82,303,317,303,310,"2022-05-24"
"NEPAL FINANCE & SAVING CO. LTD","NFS",77,317,317.2,306,309,"2022-05-23"
"NEPAL FINANCE & SAVING CO. LTD","NFS",102,326,329.9,310,311,"2022-05-20"
"NEPAL FINANCE & SAVING CO. LTD","NFS",84,331,335,317,320,"2022-05-19"
"NEPAL FINANCE & SAVING CO. LTD","NFS",150,311.7,336,301,325,"2022-05-18"
"NEPAL FINANCE & SAVING CO. LTD","NFS",193,337,338,318,318,"2022-05-17"
"NEPAL FINANCE & SAVING CO. LTD","NFS",511,339.9,366.6,334,343,"2022-05-12"
"NEPAL FINANCE & SAVING CO. LTD","NFS",253,309,333.3,300,333.3,"2022-05-11"
"NEPAL FINANCE & SAVING CO. LTD","NFS",171,303,305.9,294,303,"2022-05-10"
"NEPAL FINANCE & SAVING CO. LTD","NFS",212,298,309.8,295,298,"2022-05-09"
