fullName,symbol,numOfTransactions,open,high,low,closingPrice,date
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",89,295,298.7,292,297,"2023-04-24"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",77,297,299,294,295.4,"2023-04-23"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",129,301,302,298.1,299,"2023-04-20"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",110,299.1,305.5,299.1,301,"2023-04-19"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",92,299.1,303,297.2,302,"2023-04-18"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",89,305,305,299.1,301,"2023-04-17"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",91,305,310,304,304.4,"2023-04-16"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",127,315.4,315.4,305,308,"2023-04-13"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",157,300,313.5,300,310.2,"2023-04-12"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",94,292,306,292,300,"2023-04-11"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",124,293,298.8,292.2,293,"2023-04-10"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",141,300,300,293,293,"2023-04-09"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",121,304.9,307,301,301.1,"2023-04-06"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",114,299,304.9,299,302.4,"2023-04-05"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",108,299.1,306,299.1,302.9,"2023-04-04"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",96,302,304,299,301,"2023-04-03"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",123,306,310,300,303,"2023-04-02"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",161,314,314,303.1,305,"2023-03-30"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",84,306,310.1,306,308,"2023-03-29"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",228,316.9,316.9,306,310.5,"2023-03-28"
