fullName,symbol,numOfTransactions,open,high,low,closingPrice,date
"Laxmi Sunrise Bank Limited","LSL",70,180,185,179.9,181.1,"2023-05-08"
"Laxmi Sunrise Bank Limited","LSL",54,186,186,181.3,182,"2023-05-07"
"Laxmi Sunrise Bank Limited","LSL",59,186.6,186.6,180.5,184,"2023-05-04"
"Laxmi Sunrise Bank Limited","LSL",83,185.1,186.9,183,183,"2023-05-03"
"Laxmi Sunrise Bank Limited","LSL",90,187,189.6,181.5,188,"2023-05-02"
"Laxmi Sunrise Bank Limited","LSL",52,186,189.5,185,185,"2023-04-30"
"Laxmi Sunrise Bank Limited","LSL",63,186.1,190,186,186.5,"2023-04-27"
"Laxmi Sunrise Bank Limited","LSL",94,191,191.5,184.3,187.5,"2023-04-26"
"Laxmi Sunrise Bank Limited","LSL",70,187,190,187,188,"2023-04-25"
"Laxmi Sunrise Bank Limited","LSL",50,182.1,188.7,182.1,187,"2023-04-24"
"Laxmi Sunrise Bank Limited","LSL",121,185,188.5,184.4,184.8,"2023-04-23"
"Laxmi Sunrise Bank Limited","LSL",99,189.9,190,185,185.1,"2023-04-20"
"Laxmi Sunrise Bank Limited","LSL",90,187.6,195,183,186.2,"2023-04-19"
"Laxmi Sunrise Bank Limited","LSL",65,187,187,181.1,184,"2023-04-18"
"Laxmi Sunrise Bank Limited","LSL",71,191.9,191.9,184.5,184.5,"2023-04-17"
"Laxmi Sunrise Bank Limited","LSL",69,190,192.4,186.4,188.2,"2023-04-16"
"Laxmi Sunrise Bank Limited","LSL",138,197.3,199.5,188.3,189,"2023-04-13"
"Laxmi Sunrise Bank Limited","LSL",189,185.8,194,183,193.5,"2023-04-12"
"Laxmi Sunrise Bank Limited","LSL",119,182,189.3,176.4,182.3,"2023-04-11"
"Laxmi Sunrise Bank Limited","LSL",107,176,180.5,174.1,179,"2023-04-10"
"Laxmi Sunrise Bank Limited","LSL",147,176.6,177.5,174.1,175.4,"2023-04-09"
"Laxmi Sunrise Bank Limited","LSL",88,177.2,178,176.2,177.5,"2023-04-06"
"Laxmi Sunrise Bank Limited","LSL",71,176,178.9,176,178,"2023-04-05"
"Laxmi Sunrise Bank Limited","LSL",70,177,178,176,177.5,"2023-04-04"
"Laxmi Sunrise Bank Limited","LSL",109,180.7,180.7,176,177.9,"2023-04-03"
"Laxmi Sunrise Bank Limited","LSL",87,180.1,181.7,177.2,177.2,"2023-04-02"
"Laxmi Sunrise Bank Limited","LSL",79,179.4,181.9,178.2,178.2,"2023-03-30"
"Laxmi Sunrise Bank Limited","LSL",83,183,183,179.4,179.4,"2023-03-29"
"Laxmi Sunrise Bank Limited","LSL",96,181,184.4,180,182,"2023-03-28"
"Laxmi Sunrise Bank Limited","LSL",94,180,181,176.1,181,"2023-03-27"
"Laxmi Sunrise Bank Limited","LSL",103,181.1,184.4,178.4,179.3,"2023-03-26"
"Laxmi Sunrise Bank Limited","LSL",114,179,186.6,178,181,"2023-03-23"
"Laxmi Sunrise Bank Limited","LSL",138,182,184.9,179.9,180,"2023-03-22"
"Laxmi Sunrise Bank Limited","LSL",85,182,183,180,182.5,"2023-03-20"
"Laxmi Sunrise Bank Limited","LSL",145,180,183.6,179.6,180,"2023-03-19"
"Laxmi Sunrise Bank Limited","LSL",159,181.5,184.1,180,180,"2023-03-16"
"Laxmi Sunrise Bank Limited","LSL",85,181,184.6,180,182,"2023-03-15"
"Laxmi Sunrise Bank Limited","LSL",120,182.6,184.8,180,181,"2023-03-14"
"Laxmi Sunrise Bank Limited","LSL",182,183,186,180,180,"2023-03-13"
"Laxmi Sunrise Bank Limited","LSL",62,186,189,186,186.5,"2023-03-12"
"Laxmi Sunrise Bank Limited","LSL",86,185,190,185,188.1,"2023-03-09"
"Laxmi Sunrise Bank Limited","LSL",58,184,187.7,184,187.7,"2023-03-07"
"Laxmi Sunrise Bank Limited","LSL",94,186.3,188,185,185,"2023-03-05"
"Laxmi Sunrise Bank Limited","LSL",120,191.8,191.8,186.5,186.6,"2023-03-02"
"Laxmi Sunrise Bank Limited","LSL",71,190.2,191,188.8,190,"2023-03-01"
"Laxmi Sunrise Bank Limited","LSL",44,190,192,190,190.2,"2023-02-28"
"Laxmi Sunrise Bank Limited","LSL",115,188,192,188,192,"2023-02-27"
"Laxmi Sunrise Bank Limited","LSL",113,190,192,187.2,190,"2023-02-26"
"Laxmi Sunrise Bank Limited","LSL",88,190,192.9,188,190.5,"2023-02-23"
"Laxmi Sunrise Bank Limited","LSL",132,188,193.8,188,190.1,"2023-02-22"
"Laxmi Sunrise Bank Limited","LSL",185,194,194,187,190,"2023-02-20"
"Laxmi Sunrise Bank Limited","LSL",85,195,195,191.1,192.2,"2023-02-16"
"Laxmi Sunrise Bank Limited","LSL",72,195.5,199,193.8,194,"2023-02-15"
"Laxmi Sunrise Bank Limited","LSL",79,196,199.8,196,196.2,"2023-02-14"
"Laxmi Sunrise Bank Limited","LSL",110,197.2,201,197.1,197.1,"2023-02-12"
"Laxmi Sunrise Bank Limited","LSL",69,205,205,197.4,201.1,"2023-02-09"
"Laxmi Sunrise Bank Limited","LSL",114,202,204,200.2,201.4,"2023-02-08"
"Laxmi Sunrise Bank Limited","LSL",121,199,202,196.5,201,"2023-02-07"
"Laxmi Sunrise Bank Limited","LSL",55,196,198,195.1,196,"2023-02-06"
"Laxmi Sunrise Bank Limited","LSL",129,195,198.9,193,196,"2023-02-05"
"Laxmi Sunrise Bank Limited","LSL",99,199,199,194,194.8,"2023-02-02"
"Laxmi Sunrise Bank Limited","LSL",85,195,198.9,194,195.9,"2023-02-01"
"Laxmi Sunrise Bank Limited","LSL",104,195.2,199,195.2,195.2,"2023-01-31"
"Laxmi Sunrise Bank Limited","LSL",154,201,201,196,197.1,"2023-01-30"
"Laxmi Sunrise Bank Limited","LSL",109,200,202,198.6,199.3,"2023-01-29"
"Laxmi Sunrise Bank Limited","LSL",136,200.2,203.8,199.8,199.8,"2023-01-26"
"Laxmi Sunrise Bank Limited","LSL",141,202,205.5,201,201,"2023-01-25"
"Laxmi Sunrise Bank Limited","LSL",135,202,206.9,201,204.9,"2023-01-24"
"Laxmi Sunrise Bank Limited","LSL",227,205.9,210,201.3,201.9,"2023-01-23"
"Laxmi Sunrise Bank Limited","LSL",146,205,205,200.6,201.9,"2023-01-19"
"Laxmi Sunrise Bank Limited","LSL",141,203,205,202,203.8,"2023-01-18"
"Laxmi Sunrise Bank Limited","LSL",176,202,205,200.2,204,"2023-01-17"
"Laxmi Sunrise Bank Limited","LSL",247,209,214,204.1,205.5,"2023-01-12"
"Laxmi Sunrise Bank Limited","LSL",704,209.9,220,204,207,"2023-01-10"
"Laxmi Sunrise Bank Limited","LSL",222,201,206.9,200,206.9,"2023-01-09"
"Laxmi Sunrise Bank Limited","LSL",173,207,207,200,202.9,"2023-01-08"
"Laxmi Sunrise Bank Limited","LSL",164,208,210,202.3,204,"2023-01-05"
"Laxmi Sunrise Bank Limited","LSL",193,212.1,212.1,202.9,205,"2023-01-04"
"Laxmi Sunrise Bank Limited","LSL",104,205.4,209,205,208,"2023-01-03"
"Laxmi Sunrise Bank Limited","LSL",161,208.9,210.1,205,206.8,"2023-01-02"
"Laxmi Sunrise Bank Limited","LSL",190,210,211.5,204,206,"2023-01-01"
"Laxmi Sunrise Bank Limited","LSL",180,203,210,200,210,"2022-12-29"
"Laxmi Sunrise Bank Limited","LSL",130,201,203.5,196.1,202.7,"2022-12-28"
"Laxmi Sunrise Bank Limited","LSL",350,200.9,202.9,195,200,"2022-12-27"
"Laxmi Sunrise Bank Limited","LSL",131,193,197,188.1,197,"2022-12-26"
"Laxmi Sunrise Bank Limited","LSL",48,189.4,191.2,189.2,189.5,"2022-12-22"
"Laxmi Sunrise Bank Limited","LSL",74,190,194.4,190,190.7,"2022-12-21"
"Laxmi Sunrise Bank Limited","LSL",85,189,195,188,189,"2022-12-20"
"Laxmi Sunrise Bank Limited","LSL",50,190,193.6,186.4,188.9,"2022-12-19"
"Laxmi Sunrise Bank Limited","LSL",56,189.1,191,188.2,190,"2022-12-18"
"Laxmi Sunrise Bank Limited","LSL",55,190.3,193,190.3,190.6,"2022-12-15"
"Laxmi Sunrise Bank Limited","LSL",54,195,195.7,191.6,192.5,"2022-12-14"
"Laxmi Sunrise Bank Limited","LSL",70,191,194,188.2,193,"2022-12-13"
"Laxmi Sunrise Bank Limited","LSL",91,190,193,189.5,191.8,"2022-12-12"
"Laxmi Sunrise Bank Limited","LSL",155,200,200,190,191,"2022-12-11"
"Laxmi Sunrise Bank Limited","LSL",33,198.9,200,198,200,"2022-12-07"
"Laxmi Sunrise Bank Limited","LSL",46,198,200,197.1,198.9,"2022-12-06"
"Laxmi Sunrise Bank Limited","LSL",75,198.2,200,198.1,199,"2022-12-05"
"Laxmi Sunrise Bank Limited","LSL",51,202,202,198,200.9,"2022-12-04"
"Laxmi Sunrise Bank Limited","LSL",56,200,203.7,199.1,201,"2022-12-01"
"Laxmi Sunrise Bank Limited","LSL",41,200,202.9,199.1,202.9,"2022-11-30"
"Laxmi Sunrise Bank Limited","LSL",84,202.2,206,199.2,201,"2022-11-29"
"Laxmi Sunrise Bank Limited","LSL",46,207,207,203,204,"2022-11-28"
"Laxmi Sunrise Bank Limited","LSL",99,207,207.9,204,206,"2022-11-27"
"Laxmi Sunrise Bank Limited","LSL",38,204,207,204,206.9,"2022-11-24"
"Laxmi Sunrise Bank Limited","LSL",33,209.3,209.3,205.2,206.1,"2022-11-23"
"Laxmi Sunrise Bank Limited","LSL",37,208,210,207,208,"2022-11-22"
"Laxmi Sunrise Bank Limited","LSL",59,206,208.5,206,207.5,"2022-11-17"
"Laxmi Sunrise Bank Limited","LSL",35,206,206,204,204.5,"2022-11-16"
"Laxmi Sunrise Bank Limited","LSL",44,207,207,203.2,204,"2022-11-15"
"Laxmi Sunrise Bank Limited","LSL",48,202,205,202,205,"2022-11-14"
"Laxmi Sunrise Bank Limited","LSL",41,205,206,202,205.1,"2022-11-13"
"Laxmi Sunrise Bank Limited","LSL",66,210,212,204.4,205.1,"2022-11-10"
"Laxmi Sunrise Bank Limited","LSL",72,205,208.7,205,206,"2022-11-09"
"Laxmi Sunrise Bank Limited","LSL",65,208,209.7,207,207.9,"2022-11-08"
"Laxmi Sunrise Bank Limited","LSL",84,207,212,205,208,"2022-11-07"
"Laxmi Sunrise Bank Limited","LSL",92,211,211,204,208,"2022-11-06"
"Laxmi Sunrise Bank Limited","LSL",62,203.9,209,203.9,207,"2022-11-03"
"Laxmi Sunrise Bank Limited","LSL",116,206.1,211,201.8,206,"2022-11-02"
"Laxmi Sunrise Bank Limited","LSL",116,208,211,205,208,"2022-11-01"
"Laxmi Sunrise Bank Limited","LSL",114,202,208,197,206,"2022-10-31"
"Laxmi Sunrise Bank Limited","LSL",50,198,200,198,198.9,"2022-10-23"
"Laxmi Sunrise Bank Limited","LSL",58,194.1,197.7,193,195,"2022-10-20"
"Laxmi Sunrise Bank Limited","LSL",50,200.5,200.5,195,196,"2022-10-19"
"Laxmi Sunrise Bank Limited","LSL",87,193,200.5,193,198,"2022-10-17"
"Laxmi Sunrise Bank Limited","LSL",60,194,195,192.7,194,"2022-10-16"
"Laxmi Sunrise Bank Limited","LSL",46,193,196.8,193,195,"2022-10-13"
"Laxmi Sunrise Bank Limited","LSL",47,195,197,193,193.3,"2022-10-12"
"Laxmi Sunrise Bank Limited","LSL",44,193,196,192.5,193,"2022-10-11"
"Laxmi Sunrise Bank Limited","LSL",59,197.1,201,195.6,195.7,"2022-10-10"
"Laxmi Sunrise Bank Limited","LSL",74,198.4,202,196.1,199,"2022-10-09"
"Laxmi Sunrise Bank Limited","LSL",60,192.1,196,192,194.7,"2022-09-29"
"Laxmi Sunrise Bank Limited","LSL",58,195,200,190.2,194,"2022-09-28"
"Laxmi Sunrise Bank Limited","LSL",102,190.6,193.8,187.1,192.7,"2022-09-27"
"Laxmi Sunrise Bank Limited","LSL",111,188,197,185.5,193,"2022-09-25"
"Laxmi Sunrise Bank Limited","LSL",51,190.8,191.6,188,188,"2022-09-22"
"Laxmi Sunrise Bank Limited","LSL",92,191.8,191.8,187.2,188,"2022-09-21"
"Laxmi Sunrise Bank Limited","LSL",115,198,198,188.1,188.8,"2022-09-20"
"Laxmi Sunrise Bank Limited","LSL",159,190.5,198,186.7,198,"2022-09-18"
"Laxmi Sunrise Bank Limited","LSL",66,191,192,188,191,"2022-09-16"
"Laxmi Sunrise Bank Limited","LSL",93,199,199,193.2,194.8,"2022-09-15"
"Laxmi Sunrise Bank Limited","LSL",96,194.8,197,191.1,196,"2022-09-14"
"Laxmi Sunrise Bank Limited","LSL",40,194.9,194.9,193.1,193.5,"2022-09-13"
"Laxmi Sunrise Bank Limited","LSL",55,193,195,192.5,193.3,"2022-09-12"
"Laxmi Sunrise Bank Limited","LSL",47,195,195,193,193.5,"2022-09-11"
